# T=10^0	T=10^1	T=10^2	T=10^3	T=10^4
0	8	105	1008	10039
3	12	98	1016	9975
1	11	90	1005	9874
0	6	104	1007	10187
0	11	103	1036	10110
0	11	103	1053	9957
0	11	102	1004	10127
1	13	107	1047	10179
0	8	107	1092	10059
1	9	95	1044	10037
2	5	84	959	9986
1	12	100	989	9899
0	8	111	1039	10025
0	11	92	962	9909
0	7	99	971	9871
2	18	110	992	9935
1	7	104	973	10079
0	15	108	1072	10112
0	15	121	989	10028
1	8	92	1018	10025
2	12	114	1029	9943
0	12	107	1018	9945
1	10	91	1052	10001
1	10	96	1056	9990
0	5	98	1032	10068
0	10	94	1050	10163
2	12	111	1020	10124
2	12	92	1054	10049
2	14	97	1013	9984
1	5	101	1000	10113
1	12	101	1042	10101
0	5	101	1005	9956
1	10	89	990	9883
0	7	114	1040	10049
1	8	104	1042	10027
2	10	114	1020	10055
1	13	108	999	9941
1	10	113	1017	9934
0	12	101	987	10040
1	8	91	990	9817
0	13	100	993	9954
0	11	117	1032	9903
0	4	91	998	9966
0	7	102	1052	10085
3	19	105	998	10101
0	9	90	1021	10007
1	9	87	968	10043
2	11	82	955	9969
2	7	84	988	9988
0	9	88	928	9960
0	10	109	1050	9982
0	6	91	985	9961
0	8	88	983	9932
1	12	113	1015	10038
0	4	82	970	9859
1	8	94	1016	10091
0	11	92	1012	10205
1	8	89	969	9844
0	11	102	994	10014
1	12	104	1009	10154
2	11	122	1039	10079
1	16	104	980	10089
0	6	92	1000	9984
1	10	90	999	9880
1	15	96	973	9851
1	11	81	998	10009
1	9	100	1012	10022
2	10	102	940	9784
1	8	103	952	9687
0	14	131	1046	10159
4	16	116	1002	10042
0	6	78	933	9978
0	12	105	1030	10077
0	4	87	974	10018
0	12	93	925	9992
1	8	98	974	9951
0	10	107	1048	10071
2	14	89	996	10063
1	14	89	951	10081
1	15	117	953	9932
2	8	116	1019	9870
1	12	102	983	10003
0	8	95	967	9998
1	8	94	979	10155
2	16	99	936	10106
0	11	101	1023	10007
0	12	102	1021	10170
1	6	107	1017	9905
1	9	86	962	9878
1	13	90	999	9949
0	8	113	1013	9971
2	13	90	993	10018
1	7	69	983	9964
2	19	117	1052	10038
0	9	100	1050	10094
0	8	95	1006	10055
1	2	91	937	9976
1	6	92	996	9930
1	8	123	1039	9940
0	9	85	976	10071
1	8	95	998	9998
2	15	103	981	10138
0	8	84	1004	10000
1	8	98	1011	10000
1	11	110	987	10095
0	4	111	1007	10170
0	11	109	1012	9970
0	13	120	1067	10362
0	10	89	1006	10051
1	5	93	1017	9895
2	7	78	949	9958
1	8	104	1031	9918
2	17	110	999	10032
1	4	88	994	10137
1	13	118	980	9968
2	7	102	999	10132
2	13	102	1017	9973
0	2	78	978	9910
2	12	118	1001	9815
3	8	98	963	9867
2	14	111	1008	10132
2	13	82	955	9963
0	6	85	1015	9917
1	7	101	969	9794
1	7	92	988	10081
1	11	95	955	9915
3	7	98	998	9912
0	12	103	1023	10045
0	12	91	1010	10059
0	9	88	921	9914
3	11	88	1055	10099
0	8	101	1015	10243
0	8	99	994	9997
1	12	104	978	9984
0	10	82	973	10008
1	7	88	956	10015
1	11	96	975	10128
0	11	87	935	9815
1	3	98	1021	10094
0	10	99	1058	10009
3	16	116	1001	10066
2	16	98	1001	10182
3	18	105	1014	10055
0	7	97	959	9891
2	14	100	985	9961
0	11	104	1015	10049
0	11	95	1029	10069
0	5	110	1012	10047
0	10	89	999	10042
1	7	97	997	9982
0	9	98	991	10034
3	10	124	1028	10026
1	6	99	1001	10112
1	10	116	953	9938
4	13	92	1049	9896
4	15	101	990	9836
2	16	103	942	9918
1	8	100	1011	10095
1	11	97	975	10017
0	8	106	985	10079
1	12	103	981	9920
1	13	111	978	10095
1	11	109	997	9995
1	8	83	1012	10026
0	11	103	1001	10051
0	11	119	979	10064
1	13	115	972	9990
0	15	115	1001	9913
0	10	85	975	9890
0	11	104	1030	9955
2	9	80	907	9760
1	8	93	1004	10030
1	12	110	997	9991
2	14	102	1043	9990
2	12	89	936	9814
0	9	115	986	9924
0	8	93	971	9967
0	5	88	996	9946
1	10	102	997	9937
0	7	83	1005	10039
1	18	102	996	10035
0	5	95	1010	10029
0	9	87	969	9976
0	12	92	1042	10030
0	7	98	993	9963
0	10	102	984	10003
0	11	114	997	9965
1	10	111	1043	10079
0	11	97	1040	10110
3	11	108	1001	10061
1	11	108	1056	9919
0	11	107	958	9810
0	9	102	1029	9984
2	8	82	977	10022
0	5	90	1015	10058
0	10	91	1042	10073
0	7	92	1013	10018
2	14	115	978	9963
1	7	106	970	10031
2	10	84	882	9841
3	10	103	971	9983
0	11	94	998	9888
0	18	107	1037	10062
3	12	101	1016	10073
0	9	136	977	10000
2	14	108	1002	10107
0	12	83	949	9950
1	9	97	956	9780
1	19	123	1053	9980
1	6	90	979	9854
0	9	110	1025	10107
2	9	92	955	9915
2	14	90	974	9972
2	10	104	1073	9995
0	6	91	970	9933
0	6	96	963	9983
1	9	108	991	10138
1	12	112	1049	10040
0	7	96	1045	10147
1	8	80	963	9935
2	7	100	970	9897
2	15	94	1011	10117
1	12	106	987	9846
1	13	93	998	9932
0	13	119	999	9957
2	9	100	968	9916
2	10	107	1035	10001
1	12	107	984	10042
3	7	115	1053	10127
1	15	105	1013	9858
2	8	108	1024	9964
0	9	109	956	10096
3	11	94	1025	10021
1	10	97	972	9992
2	15	92	963	10040
1	17	101	981	9694
1	10	90	989	10154
0	8	97	972	9846
0	13	113	1017	10180
1	9	104	990	9931
1	10	94	983	9782
3	11	113	986	10122
1	12	106	1046	9948
0	10	98	1042	9959
0	9	115	1035	10081
1	11	106	988	10032
2	10	102	1037	10048
1	10	109	1043	10109
1	13	96	1005	10120
4	11	94	991	9889
1	11	110	945	9905
1	13	94	1033	10084
2	7	83	986	10019
0	9	89	979	10116
1	15	98	963	9878
2	11	110	1029	9949
1	5	94	986	10111
1	12	109	989	9914
0	15	115	1053	9761
0	8	97	1025	9948
0	13	90	978	9967
2	12	106	977	9974
1	11	102	1004	10059
1	10	86	1002	10013
2	10	105	1000	9968
2	8	98	978	10034
1	13	124	979	10174
1	14	102	1070	10122
1	9	99	1003	9928
3	11	101	968	9808
1	12	84	1001	10071
2	10	88	1018	10060
1	7	101	1007	10057
2	13	72	979	10034
0	4	107	1071	9961
1	8	104	1019	10061
1	12	120	1027	10123
0	6	98	994	10087
2	8	99	1022	9976
1	10	93	952	9885
0	9	101	1034	10003
1	12	84	957	9893
1	11	99	990	10010
1	16	97	981	9753
1	17	115	984	9982
1	8	102	1005	9862
1	15	77	967	9991
0	8	88	995	9933
3	14	96	948	9874
3	10	107	997	9966
1	10	101	1012	9984
2	12	125	1066	10086
0	10	112	1023	10025
0	12	98	956	10029
2	10	109	1001	10047
0	9	102	1049	10105
2	16	111	961	9829
1	13	89	947	9989
1	8	110	1029	9946
0	7	92	1023	9980
0	11	105	1062	10090
0	17	101	955	9959
0	8	79	994	9961
0	9	107	1001	10034
1	9	93	1001	9999
0	6	98	986	10009
0	8	97	975	9915
1	6	89	962	10154
2	10	76	995	10202
0	11	90	989	10136
1	5	85	1030	10068
0	7	82	959	9937
0	5	117	983	9933
2	8	82	995	10152
3	11	90	992	9858
0	6	104	1000	9914
2	12	108	993	10049
0	10	103	969	9879
2	12	99	938	9883
0	8	109	1040	9915
2	13	91	1001	10117
0	13	101	994	10097
2	8	100	1000	9970
1	6	103	1029	10040
1	8	97	1047	10170
2	15	113	1055	10004
0	9	102	1009	10041
1	9	108	1009	9959
0	11	94	986	9813
1	11	116	1012	9935
0	8	120	1038	10106
0	7	109	1044	10127
1	5	88	986	10063
0	12	115	976	9691
0	10	118	1011	10091
0	12	112	964	9967
0	10	96	1049	10165
0	14	100	1009	10031
0	14	105	1001	10068
0	9	93	992	9992
0	11	97	1001	10009
2	7	107	1005	10014
0	6	83	962	9887
2	14	103	1016	9878
3	11	101	1022	10101
0	13	112	952	9875
0	11	111	990	9967
0	9	104	997	9984
1	6	97	947	9877
2	10	99	1011	9987
0	10	92	1001	9961
2	6	86	992	9936
0	13	108	993	10177
0	12	102	1021	10030
0	10	102	958	9983
1	7	92	961	10057
1	11	85	1005	9972
0	12	93	985	9997
0	9	88	1012	10169
1	9	104	989	9920
1	12	100	1027	10019
0	4	97	1016	10001
1	11	93	970	9849
2	14	97	1006	10037
1	9	98	994	9980
0	11	102	966	9894
3	11	103	991	9876
1	15	84	1000	10023
0	14	111	979	9989
1	8	98	966	9910
0	3	102	990	9938
1	9	93	988	10150
1	14	105	1013	9901
0	14	106	1002	9956
0	9	115	1014	10237
1	12	106	989	9899
1	10	102	997	10013
1	11	100	994	10131
1	11	105	1040	10088
0	10	76	936	9874
1	14	97	931	9780
1	12	103	1020	9986
1	6	102	1043	10021
4	23	97	989	9836
1	5	90	962	9996
1	15	99	972	10062
1	7	95	1038	9852
0	5	88	975	10105
0	8	105	1055	9927
0	14	92	1009	9993
3	10	120	1022	9989
1	9	92	983	10063
0	11	109	1050	10011
0	9	101	1043	10150
1	11	96	970	9897
1	7	77	985	9999
0	16	97	1002	9893
1	10	107	1013	10153
2	12	97	961	9982
2	14	105	1066	9997
1	11	115	1032	9907
1	14	97	963	10038
1	8	99	1021	10160
1	6	104	1008	10000
1	14	109	1004	9979
1	8	108	983	9930
0	6	93	966	9913
0	11	97	958	10103
2	13	85	934	10034
0	7	94	979	9944
1	14	111	998	10017
1	13	109	1021	10070
1	14	101	1086	9902
0	10	110	1008	9977
3	14	109	999	10037
0	7	101	1017	10141
1	7	104	986	9982
1	15	112	988	10237
3	11	101	1011	10054
3	10	109	1074	10096
2	9	83	938	9803
1	10	97	1017	10116
4	9	95	974	9996
4	12	108	1017	10152
0	8	91	994	10012
0	8	89	1025	9965
1	16	101	969	9844
1	13	121	1034	10135
1	10	86	984	9955
0	11	104	1007	10014
0	8	101	1055	10247
3	10	108	984	10039
3	17	97	993	10021
0	13	115	1001	10002
1	11	95	1026	10188
2	10	97	971	9972
0	9	95	1005	9971
1	12	94	1031	9990
0	7	97	1050	10001
1	8	119	975	10051
0	9	89	1004	10027
3	12	99	1030	10130
0	8	92	1003	9918
1	7	101	1051	9961
0	7	75	990	10066
2	12	114	984	10009
2	9	106	1043	10301
1	9	75	934	9836
0	9	103	1001	10129
2	10	113	1005	10078
2	7	106	959	9872
1	10	93	973	9993
1	8	111	990	10054
2	7	89	1025	10013
1	15	109	993	10035
2	8	91	1015	9998
2	15	88	994	9995
2	10	116	1001	9903
1	9	115	1008	10087
1	10	93	1049	9981
1	8	107	1022	10110
0	9	86	1016	10029
0	11	100	1039	10181
1	12	95	990	9997
3	10	83	1007	9986
0	10	96	930	9751
0	12	121	1030	9961
2	5	89	1011	10038
1	12	99	1000	10000
0	7	75	959	10024
0	8	77	981	10136
0	9	104	978	10033
1	10	100	986	9914
1	10	108	995	10089
0	6	92	982	9916
1	14	118	957	10151
1	15	113	986	9937
3	16	97	992	10098
1	3	68	936	9879
3	19	123	1041	10041
0	8	107	981	9862
1	13	124	1020	10079
2	6	97	1010	10049
0	12	106	994	10147
0	10	110	996	10083
0	12	107	1003	9954
1	13	105	973	10159
0	9	78	991	10068
1	10	109	1004	10054
1	9	97	1024	10075
2	7	112	1008	9858
0	11	95	1000	10037
2	8	103	972	10032
0	12	110	975	10056
1	14	109	1042	10211
0	10	102	976	9836
1	11	91	993	9915
3	14	97	1003	10028
1	14	97	988	9981
1	10	110	998	9781
0	12	81	975	9919
0	5	107	1016	9998
2	14	107	980	10007
1	8	89	982	10052
4	12	117	1052	10091
0	10	102	1011	9931
0	12	94	950	9770
1	10	86	962	9884
2	9	96	1010	9940
3	11	120	1028	10026
1	11	93	976	9950
0	12	109	1015	10164
1	6	90	960	10023
0	5	103	1010	9975
0	15	109	1044	9916
0	12	109	981	10038
1	17	89	1002	9955
2	10	86	1021	10026
5	14	108	1001	10010
2	19	99	1036	10067
0	6	99	1014	10041
0	9	94	1013	10060
1	10	119	1042	10102
2	9	86	994	9856
3	11	104	1031	9953
0	9	106	980	9945
0	8	114	981	10046
1	8	90	1019	9843
1	19	105	1005	9896
1	12	90	966	10007
2	14	105	1000	9828
1	8	113	1010	9981
0	9	99	963	10089
0	8	99	958	9885
1	12	98	1005	9865
2	7	87	997	10020
1	10	94	971	9828
1	12	99	993	9901
1	12	90	1028	10135
0	12	84	938	10077
0	8	109	1029	10111
0	5	95	1046	10193
1	10	101	969	9902
0	11	93	977	9999
2	17	114	1015	10028
0	6	91	1013	10066
2	10	90	1009	9998
0	6	95	986	9990
4	11	105	999	10036
0	14	118	1024	9869
0	10	96	1014	9919
1	7	98	1056	9998
0	9	97	1058	10178
1	15	101	997	10138
0	9	109	973	10049
1	15	90	1024	9966
2	10	107	1003	10110
3	11	89	995	9998
0	7	95	996	10133
1	10	104	997	9887
0	7	93	978	10032
0	8	92	1029	9971
2	14	104	979	9987
1	10	110	971	9869
1	11	78	943	9886
2	13	98	995	10050
1	13	95	967	9892
3	9	95	985	9822
2	14	118	1033	10122
0	9	102	1067	10145
1	9	108	1076	10119
0	9	83	904	9918
0	7	99	1025	10038
4	10	86	1037	9972
1	7	84	985	9962
1	9	112	1021	10057
0	3	101	1042	10075
1	9	102	975	9956
1	9	96	968	10054
0	10	87	1006	9959
1	7	83	960	9862
0	5	75	973	9906
0	8	101	1040	10194
3	11	105	1048	10211
2	12	94	1032	9927
0	5	120	1036	9982
1	10	111	1064	10221
4	13	97	1001	10059
1	8	107	1094	10227
1	9	86	993	9958
0	6	83	989	10026
0	12	88	943	10076
1	15	97	1042	9865
2	9	73	962	9944
5	20	100	993	10109
3	11	99	1050	10073
3	10	106	1013	9885
4	14	115	1024	9899
1	8	107	1055	10073
0	7	104	1006	10056
1	7	93	938	9844
1	10	80	1030	9914
1	5	103	959	9880
1	9	97	1000	10206
0	14	105	986	9906
0	9	92	1002	9990
0	4	93	1018	10024
1	11	119	1036	9969
2	12	99	1014	9973
1	14	110	1002	10027
0	13	96	993	10108
0	9	98	1002	10030
2	11	107	985	10158
0	8	89	979	9957
0	9	99	1012	9948
1	6	103	992	9911
1	13	103	974	10057
3	16	112	980	9988
0	6	116	1025	10124
1	12	104	1015	9968
0	10	113	1038	9960
0	10	117	1033	10111
2	8	98	978	9958
0	6	102	987	9982
2	10	106	1039	10026
0	13	96	1016	10047
2	15	104	1026	9977
1	14	96	1006	9869
1	10	95	970	10051
0	9	89	995	9873
0	14	101	1000	10118
4	13	92	1038	9881
1	11	92	1014	9923
3	8	89	1000	10062
2	6	96	1018	10094
3	12	103	1010	9924
0	12	104	1005	10123
0	14	118	1015	10186
0	9	94	1000	9980
3	14	95	1088	10185
0	10	94	923	9897
0	10	102	1000	9986
1	13	101	1012	9848
1	9	105	1000	10074
0	11	91	1011	9890
0	8	90	1002	9914
0	14	93	977	10073
0	9	102	998	9905
0	8	112	1030	9996
2	14	106	991	9961
2	13	99	997	9966
0	9	96	1005	9959
2	11	115	979	9959
2	16	110	1020	10077
1	3	83	1028	9869
4	14	100	1038	9961
1	12	81	1068	10071
1	6	83	941	10010
0	14	92	1050	10114
1	6	93	1010	9994
3	18	93	986	9687
2	10	91	1030	10075
0	17	117	1023	10090
0	6	92	947	9970
0	9	80	976	10042
0	13	102	1026	10049
3	15	109	1074	10073
1	11	102	960	9800
2	11	110	1014	10043
1	5	96	999	9995
0	9	89	1001	9972
1	7	94	929	10064
1	11	101	978	9980
0	10	95	970	10015
0	6	100	987	10104
1	11	85	1022	10023
2	9	107	1024	10059
0	6	99	1030	10035
1	4	83	948	9972
1	6	96	948	9800
0	6	84	970	9795
3	10	87	1018	10022
2	4	92	1011	9890
0	9	104	1009	10022
1	12	107	1007	10037
1	5	96	972	10028
1	10	117	1052	10121
1	18	103	1017	9975
0	21	119	1033	10049
0	4	101	979	9928
1	14	107	998	10033
1	13	125	1014	9852
1	5	87	927	10085
0	5	107	1038	10202
2	8	103	970	9868
2	10	107	999	10054
1	10	104	984	10040
2	10	96	1044	10281
2	14	118	1031	9883
1	12	102	984	9935
2	13	95	989	9912
0	11	90	1003	9952
2	13	93	1011	10119
2	15	104	1062	10017
1	13	119	1017	9944
0	5	68	970	9825
4	14	88	938	9968
1	9	107	1051	9991
4	16	99	938	9938
0	13	93	963	9874
1	9	95	1010	10002
0	12	109	959	9958
1	9	92	990	9933
0	9	88	998	9887
3	9	80	969	9941
2	11	110	1037	9983
0	5	97	1007	9856
2	5	92	1021	10061
0	3	75	965	9983
0	10	113	989	9905
1	11	98	974	9929
1	9	89	959	10072
1	12	99	1046	10043
6	14	102	1003	10007
0	8	114	1018	9872
2	11	94	975	9895
0	8	103	1000	10028
0	9	111	991	10156
0	13	113	1000	10063
0	8	93	1006	10128
1	8	103	965	9876
0	7	89	1028	10042
0	12	106	1011	10068
0	6	91	1015	10093
0	10	110	982	9898
0	7	99	997	9914
1	13	98	987	10139
1	8	103	1010	10192
1	16	116	1002	10120
0	9	117	1022	9943
3	17	100	1018	10105
0	6	90	988	10058
0	9	102	1000	9966
0	9	97	958	9982
0	12	103	1016	9995
1	5	95	987	9958
0	9	93	1071	10286
2	14	110	988	10046
0	12	100	1019	9969
1	7	113	1007	10044
1	17	106	996	9991
1	9	99	999	10014
0	10	103	1017	10055
1	11	109	994	9958
1	6	102	1058	10023
1	14	107	1020	10096
2	7	81	972	10026
2	6	105	1019	10117
0	8	124	1057	10112
1	8	93	967	10040
2	12	110	996	10083
0	9	85	978	9868
0	7	101	1009	10113
0	7	96	1040	10245
0	7	90	1052	10194
1	10	107	1012	10187
0	11	102	965	10027
1	11	93	990	9952
0	7	87	940	10023
1	8	89	963	10009
1	12	122	1027	9966
3	15	113	989	9943
3	13	107	984	10049
0	10	115	1002	9923
2	14	112	1027	10099
1	10	90	1023	10001
0	6	97	957	9902
0	3	83	1007	10055
1	5	82	1011	10038
3	12	97	1025	10114
0	11	104	1047	9898
2	10	111	1035	10199
1	15	97	996	9955
1	8	98	1044	10065
1	11	96	993	9827
2	6	86	982	10020
0	8	111	956	9891
1	10	105	996	10038
1	14	114	1056	10105
1	12	110	950	9863
2	17	108	1016	10153
1	8	92	1004	10011
0	8	103	977	9953
2	10	127	996	10013
1	13	111	995	10132
1	16	92	1001	9791
0	13	101	1002	10028
4	12	107	1015	10035
1	4	76	954	9960
2	13	111	1022	10009
1	8	87	1080	10029
2	12	89	1043	10189
2	17	101	1067	10213
1	19	115	1076	10132
0	10	91	974	10011
1	12	110	989	10033
0	8	94	1012	9960
1	9	100	1005	10128
1	13	89	1014	10020
2	11	91	973	10000
2	7	91	985	9960
1	10	104	960	10080
0	15	110	1053	9999
2	12	102	1029	9829
0	7	91	984	9901
1	8	104	976	9912
1	9	91	1021	10038
1	4	78	987	10013
2	9	102	1032	10048
4	16	114	1005	9976
1	11	97	991	9923
1	14	107	956	9913
2	10	89	1014	9975
2	6	101	1033	10068
0	6	90	990	9959
0	5	111	967	9954
0	13	113	975	10025
1	8	93	1051	10089
0	12	100	1002	10106
2	16	107	996	9868
2	9	97	975	9990
0	14	118	1008	9848
1	10	96	1022	10012
0	6	89	953	9950
1	7	88	1005	9860
2	12	105	996	9885
1	13	104	993	10016
0	7	86	979	9932
1	8	95	967	10087
1	7	91	1000	9965
2	13	130	977	9851
1	8	81	942	10030
1	10	107	968	9836
1	8	100	990	10014
1	11	90	1024	9939
1	9	101	1006	9870
0	6	90	927	9942
0	11	99	1020	10129
3	12	91	1000	9912
0	6	92	958	9901
1	10	94	1007	10103
2	15	116	1014	9946
0	8	119	986	9955
1	13	101	1043	9896
4	8	105	1044	10046
1	5	96	1043	10188
2	11	88	949	10124
1	8	106	1014	10097
0	11	116	1020	9922
1	13	102	1032	10107
2	10	103	976	10073
0	7	89	993	9968
1	7	99	991	9990
1	8	102	1041	10034
1	7	99	1005	9970
0	10	100	1045	10037
1	9	105	1023	9756
1	12	95	1030	9935
0	10	84	984	9877
0	6	100	1003	10082
0	10	87	981	9934
3	9	93	956	9950
0	7	92	1007	9980
0	12	110	1077	9998
2	11	93	999	9894
0	9	95	917	9853
0	5	98	1034	10309
2	8	104	1006	9926
0	5	90	960	9960
1	7	96	1054	10236
3	11	103	1031	9917
2	8	79	978	9903
0	15	124	1030	10139
1	11	95	991	10145
2	12	105	1022	10066
2	7	88	1023	10129
2	10	108	980	9928
2	8	93	1030	9919
2	13	115	1003	9918
1	5	92	1047	10143
0	4	89	981	10051
2	14	107	1020	10050
1	13	97	1005	9893
0	9	96	1038	9956
3	12	113	1043	10016
1	11	105	986	10032
0	7	118	1026	10154
1	10	101	1025	10037
1	8	114	998	10028
0	9	98	1003	10023
1	8	94	970	9945
4	17	111	1023	9974
2	16	115	1028	10070
1	16	106	979	10088
0	6	96	1010	10014
0	9	101	1008	10060
2	6	105	1042	9968
4	8	85	991	9986
5	14	113	1006	10159
1	11	109	1053	9846
0	4	110	1018	9865
0	10	108	995	10082
2	6	97	1019	10044
1	10	99	1043	9968
0	9	112	962	9940
0	10	102	1001	9877
0	15	99	1014	9920
1	18	95	1008	9879
1	16	110	995	9974
0	8	85	972	10006
2	14	98	993	9898
3	12	90	955	9910
2	4	104	1064	10077
2	9	89	943	9945
0	8	111	1004	9973
0	8	111	1069	10092
1	5	100	993	9919
1	11	100	992	9990
1	6	94	972	9915
1	8	85	970	9977
0	10	93	980	10032
4	12	98	997	10080
1	9	111	1047	9979
1	16	107	1026	9998
1	16	101	1029	9964
1	11	83	976	9960
0	7	86	1030	10044
1	7	103	1012	9958
0	16	97	1018	9875
0	9	107	1045	9961
1	7	93	1004	10130
2	7	99	1031	10038
1	10	89	1000	9902
2	19	99	956	10032
2	8	104	987	9827
0	7	108	1044	10181
0	4	89	974	10000
1	14	104	994	9790
1	11	103	1023	10074
1	11	97	985	9879
3	12	97	977	9892
0	10	97	986	10014
1	11	86	974	9898
1	7	90	1009	10043
1	8	94	1012	10029
1	13	90	970	10140
3	8	118	1007	10128
0	12	116	1075	9998
2	11	105	1036	9921
0	13	108	989	10120
1	8	86	994	10136
1	7	92	1013	10063
1	9	102	1029	9967
2	12	107	996	9989
1	9	92	948	9857
2	10	97	946	9942
3	13	101	931	9893
4	8	103	959	9986
1	8	103	1019	10063
0	14	118	1032	10075
2	12	110	1023	9993
1	9	91	1038	10053
2	5	94	1002	10092
1	9	102	993	10069
0	17	123	1027	10019
0	8	109	1008	9928
1	9	90	975	10038
3	12	112	1074	10149
1	5	97	978	9919
2	10	108	971	10057
1	11	98	1019	9931
0	14	106	960	10028
3	13	104	1067	10180
1	5	104	1081	10117
2	17	116	980	10054
0	7	79	1010	9972
0	9	95	988	10047
4	16	94	988	9939
0	7	102	1016	9912
1	6	108	994	10101
0	16	106	1032	10210
0	9	111	992	9975
2	9	109	1060	10045
4	11	92	950	10020
0	14	99	1015	10095
1	11	91	1017	10044
1	13	99	946	9969
1	10	114	995	10180
1	9	83	1020	9908
0	17	115	1006	9915
2	10	96	1084	10059
3	8	95	955	9932
2	12	82	972	10015
2	8	103	983	9846
2	7	88	970	10000
1	9	107	999	10018
1	15	109	1018	10070
1	8	109	1018	10134
1	10	112	1031	9854
1	9	99	943	9901
2	13	106	964	9981
2	9	114	1065	10070
0	10	101	961	9944
1	7	85	1001	10068
1	7	85	947	9985
0	10	114	1034	9910
3	7	118	1006	10103
0	8	122	1030	10210
0	12	99	955	9927
1	10	110	1061	10189
0	3	83	1014	10005
1	8	99	1029	10031
2	8	91	995	9948
3	14	99	965	9989
1	8	85	1017	9939
1	12	87	1042	10081
1	12	113	1065	10015
0	9	98	976	9844
0	9	102	1023	10135
2	13	103	996	10136
1	13	89	983	9964
0	14	107	985	9885
0	11	106	996	9874
1	11	101	975	9976
0	8	95	1008	9856
0	9	114	986	9899
1	5	93	995	9956
2	8	93	962	9893
0	7	97	979	10051
1	7	102	989	10111
2	6	89	950	9967
2	17	107	956	9811
2	12	85	967	9801
2	12	122	1037	10003
2	12	98	968	10164
1	8	94	1023	9924
1	11	115	1039	9962
0	10	104	1011	10058
0	8	89	1031	10124
1	10	110	1034	9919
3	9	102	959	9951
2	5	94	1006	10088
1	10	106	963	10034
1	14	102	1039	9925
0	3	86	986	9871
1	10	111	1003	9965
0	8	112	1000	9938
2	14	104	1027	10246
3	9	95	1064	9905
0	9	80	996	10063
0	7	94	961	9807
2	16	104	979	9724
1	9	90	938	9992
0	8	100	989	10033
1	12	114	975	9932
1	10	103	1017	10127
1	13	86	945	9775
0	4	93	1002	9905
1	10	102	994	9944
0	10	98	950	9900
1	8	109	995	9996
0	7	101	1027	9765
0	11	99	982	10080
2	9	100	1015	10064
2	8	86	997	10229
1	11	86	976	9983
1	10	107	972	9971
0	3	92	1021	10132
4	8	101	972	10090
1	10	91	1035	10105
1	7	92	989	10009
2	7	97	1052	9941
0	9	112	1060	10120
1	8	88	1044	9988
0	11	89	988	10025
2	10	94	997	10000
1	7	111	985	9966
2	11	86	939	10065
2	7	101	970	10105
0	7	96	1020	10068
2	13	118	1031	9997
2	12	106	959	9997
0	11	118	1007	9946
2	13	98	1023	10092
3	14	92	1003	9953
0	9	110	1027	10017
3	7	111	1032	10062
0	6	85	982	10118
0	3	86	993	9914
2	13	95	995	9995
0	7	120	989	10073
1	10	98	1050	10122
1	8	98	933	9935
2	13	98	1035	10256
1	12	92	1000	10051
0	7	104	1020	9940
0	11	99	1005	10072
0	9	91	1039	9911
0	5	91	974	9936
3	12	109	989	10065
0	10	104	932	9912
3	15	119	978	10008
0	9	101	992	9914
0	11	110	1007	10076
4	10	89	982	9945
0	9	109	932	9919
0	15	100	1043	9999
2	12	94	1013	10060
2	11	94	1019	10026
0	7	123	1006	9885
1	8	77	985	9959
0	18	116	1042	10030
1	9	92	980	10108
2	12	102	978	9958
0	6	89	997	10083
1	16	100	994	9927
2	13	110	1030	9967
0	5	78	953	9923
1	12	91	993	9884
3	11	107	1012	9898
1	8	108	994	9826
1	8	126	1054	10032
0	5	93	981	10031
1	5	77	963	9870
1	9	113	939	9895
1	9	100	948	9895
2	15	93	976	9918
1	12	120	998	9951
0	9	110	1006	9928
7	16	100	984	9999
1	11	108	996	9929
0	10	86	966	9976
0	7	96	1003	10093
2	10	105	975	10033
0	10	102	1034	9992
0	8	99	977	9849
3	13	115	1029	10011
0	8	89	1016	9922
0	8	94	982	10006
2	13	98	992	10086
0	8	94	1024	10076
2	10	85	957	10169
1	9	77	942	9857
3	20	120	1081	10088
1	9	110	977	10004
0	7	106	998	9761
1	11	93	964	9945
0	9	96	1020	10084
2	8	99	973	9942
1	12	102	1035	10042
1	9	91	985	9942
2	8	94	1013	9976
0	3	108	1062	10065
2	15	110	1053	10031
0	8	104	966	9920
0	12	95	989	10121
5	15	100	991	9944
2	12	111	1008	10075
2	7	120	983	9871
2	10	83	958	9984
1	7	111	980	10079
2	13	119	968	10088
0	13	97	996	10084
1	8	104	963	9959
0	16	101	1025	10074
0	7	107	1019	10032
0	9	88	1013	9956
2	13	86	984	10054
1	8	88	955	10002
1	14	87	1015	9941
1	7	96	988	9874
2	6	99	959	10040
0	11	91	1002	10071
2	16	117	984	9866
0	12	101	944	9980
1	13	96	1002	9998
0	14	98	1008	10049
0	9	98	971	9766
2	11	105	1024	10100
2	11	102	1015	9922
1	11	115	1048	10075
1	10	102	1014	10000
0	5	119	976	9891
1	7	82	991	10153
1	8	104	1002	10160
2	13	103	980	9855
1	6	86	991	10035
3	14	110	1029	10129
0	10	99	1004	9964
2	11	95	978	10149
0	6	89	948	9969
2	11	103	992	10088
2	15	105	1017	9889
0	8	88	1000	10152
2	11	108	978	10000
0	10	100	1033	9756
1	11	107	972	10000
5	16	105	982	9926
1	8	107	1061	10086
0	5	96	978	9854
3	16	103	1007	10118
2	9	101	1013	10028
0	11	106	994	10086
2	8	84	955	9926
